SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,B_paper
50,3,5,45,71,South Carolina,Newberry County,37508,0
50,3,5,45,73,South Carolina,Oconee County,74273,0
50,3,5,45,75,South Carolina,Orangeburg County,92501,0
50,3,5,45,77,South Carolina,Pickens County,119224,0
50,3,5,45,79,South Carolina,Richland County,384504,0
50,3,5,45,81,South Carolina,Saluda County,19875,0
50,3,5,45,83,South Carolina,Spartanburg County,284307,0
50,3,5,45,85,South Carolina,Sumter County,107456,0
50,3,5,45,87,South Carolina,Union County,28961,0
50,3,5,45,89,South Carolina,Williamsburg County,34423,0
50,3,5,45,91,South Carolina,York County,226073,0
40,2,4,46,0,South Dakota,South Dakota,814180,0
50,2,4,46,3,South Dakota,Aurora County,2710,0
50,2,4,46,5,South Dakota,Beadle County,17398,0
50,2,4,46,7,South Dakota,Bennett County,3431,0
50,2,4,46,9,South Dakota,Bon Homme County,7070,0
50,2,4,46,11,South Dakota,Brookings County,31965,0
50,2,4,46,13,South Dakota,Brown County,36531,0
50,2,4,46,15,South Dakota,Brule County,5255,0
50,2,4,46,17,South Dakota,Buffalo County,1912,0
50,2,4,46,19,South Dakota,Butte County,10110,0
50,2,4,46,21,South Dakota,Campbell County,1466,0
50,2,4,46,23,South Dakota,Charles Mix County,9129,0
50,2,4,46,25,South Dakota,Clark County,3691,0
50,2,4,46,27,South Dakota,Clay County,13864,0
50,2,4,46,29,South Dakota,Codington County,27227,0
50,2,4,46,31,South Dakota,Corson County,4050,0
50,2,4,46,33,South Dakota,Custer County,8216,0
50,2,4,46,35,South Dakota,Davison County,19504,0
50,2,4,46,37,South Dakota,Day County,5710,0
50,2,4,46,39,South Dakota,Deuel County,4364,0
50,2,4,46,41,South Dakota,Dewey County,5301,0
50,2,4,46,43,South Dakota,Douglas County,3002,0
50,2,4,46,45,South Dakota,Edmunds County,4071,0
50,2,4,46,47,South Dakota,Fall River County,7094,0
50,2,4,46,49,South Dakota,Faulk County,2364,0
50,2,4,46,51,South Dakota,Grant County,7356,0
50,2,4,46,53,South Dakota,Gregory County,4271,0
50,2,4,46,55,South Dakota,Haakon County,1937,0
50,2,4,46,57,South Dakota,Hamlin County,5903,0
50,2,4,46,59,South Dakota,Hand County,3431,0
50,2,4,46,61,South Dakota,Hanson County,3331,0
50,2,4,46,63,South Dakota,Harding County,1255,0
50,2,4,46,65,South Dakota,Hughes County,17022,0
50,2,4,46,67,South Dakota,Hutchinson County,7343,0
50,2,4,46,69,South Dakota,Hyde County,1420,0
50,2,4,46,71,South Dakota,Jackson County,3031,0
50,2,4,46,73,South Dakota,Jerauld County,2071,0
50,2,4,46,75,South Dakota,Jones County,1006,0
50,2,4,46,77,South Dakota,Kingsbury County,5148,0
50,2,4,46,79,South Dakota,Lake County,11200,0
50,2,4,46,81,South Dakota,Lawrence County,24097,0
50,2,4,46,83,South Dakota,Lincoln County,44828,0
50,2,4,46,85,South Dakota,Lyman County,3755,0
50,2,4,46,87,South Dakota,McCook County,5618,0
50,2,4,46,89,South Dakota,McPherson County,2459,0
50,2,4,46,91,South Dakota,Marshall County,4656,0
50,2,4,46,93,South Dakota,Meade County,25434,0
50,2,4,46,95,South Dakota,Mellette County,2048,0
50,2,4,46,97,South Dakota,Miner County,2389,0
50,2,4,46,99,South Dakota,Minnehaha County,169468,0
50,2,4,46,101,South Dakota,Moody County,6486,0
50,2,4,46,102,South Dakota,Oglala Lakota County,13586,0
50,2,4,46,103,South Dakota,Pennington County,100948,0
50,2,4,46,105,South Dakota,Perkins County,2982,0
50,2,4,46,107,South Dakota,Potter County,2329,0
50,2,4,46,109,South Dakota,Roberts County,10149,0
50,2,4,46,111,South Dakota,Sanborn County,2355,0
50,2,4,46,115,South Dakota,Spink County,6415,0
50,2,4,46,117,South Dakota,Stanley County,2966,0
50,2,4,46,119,South Dakota,Sully County,1373,0
50,2,4,46,121,South Dakota,Todd County,9612,0
50,2,4,46,123,South Dakota,Tripp County,5644,0
50,2,4,46,125,South Dakota,Turner County,8347,0
50,2,4,46,127,South Dakota,Union County,14399,0
50,2,4,46,129,South Dakota,Walworth County,5438,0
50,2,4,46,135,South Dakota,Yankton County,22438,0
50,2,4,46,137,South Dakota,Ziebach County,2801,0
40,3,6,47,0,Tennessee,Tennessee,6346105,0
50,3,6,47,1,Tennessee,Anderson County,75129,0
50,3,6,47,3,Tennessee,Bedford County,45058,0
50,3,6,47,5,Tennessee,Benton County,16489,0
50,3,6,47,7,Tennessee,Bledsoe County,12876,0
50,3,6,47,9,Tennessee,Blount County,123010,0
50,3,6,47,11,Tennessee,Bradley County,98963,0
50,3,6,47,13,Tennessee,Campbell County,40716,0
50,3,6,47,15,Tennessee,Cannon County,13801,0
50,3,6,47,17,Tennessee,Carroll County,28522,0
50,3,6,47,19,Tennessee,Carter County,57424,0
50,3,6,47,21,Tennessee,Cheatham County,39105,0
50,3,6,47,23,Tennessee,Chester County,17131,0
50,3,6,47,25,Tennessee,Claiborne County,32213,0
50,3,6,47,27,Tennessee,Clay County,7861,0
50,3,6,47,29,Tennessee,Cocke County,35662,0
50,3,6,47,31,Tennessee,Coffee County,52796,0
50,3,6,47,33,Tennessee,Crockett County,14586,0
50,3,6,47,35,Tennessee,Cumberland County,56053,0
50,3,6,47,37,Tennessee,Davidson County,626681,0
50,3,6,47,39,Tennessee,Decatur County,11757,0
50,3,6,47,41,Tennessee,DeKalb County,18723,0
50,3,6,47,43,Tennessee,Dickson County,49666,0
50,3,6,47,45,Tennessee,Dyer County,38335,0
50,3,6,47,47,Tennessee,Fayette County,38413,0
50,3,6,47,49,Tennessee,Fentress County,17959,0
50,3,6,47,51,Tennessee,Franklin County,41052,0
50,3,6,47,53,Tennessee,Gibson County,49683,0
50,3,6,47,55,Tennessee,Giles County,29485,0
50,3,6,47,57,Tennessee,Grainger County,22657,0
50,3,6,47,59,Tennessee,Greene County,68831,0
50,3,6,47,61,Tennessee,Grundy County,13703,0
50,3,6,47,63,Tennessee,Hamblen County,62544,0
50,3,6,47,65,Tennessee,Hamilton County,336463,0
50,3,6,47,67,Tennessee,Hancock County,6819,0
50,3,6,47,69,Tennessee,Hardeman County,27253,0
50,3,6,47,71,Tennessee,Hardin County,26026,0
50,3,6,47,73,Tennessee,Hawkins County,56833,0
50,3,6,47,75,Tennessee,Haywood County,18787,0
50,3,6,47,77,Tennessee,Henderson County,27769,0
50,3,6,47,79,Tennessee,Henry County,32330,0
50,3,6,47,81,Tennessee,Hickman County,24690,0
50,3,6,47,83,Tennessee,Houston County,8426,0
50,3,6,47,85,Tennessee,Humphreys County,18538,0
50,3,6,47,87,Tennessee,Jackson County,11638,0
50,3,6,47,89,Tennessee,Jefferson County,51407,0
50,3,6,47,91,Tennessee,Johnson County,18244,0
50,3,6,47,93,Tennessee,Knox County,432226,0
50,3,6,47,95,Tennessee,Lake County,7832,0
50,3,6,47,97,Tennessee,Lauderdale County,27815,0
50,3,6,47,99,Tennessee,Lawrence County,41869,0
50,3,6,47,101,Tennessee,Lewis County,12161,0
50,3,6,47,103,Tennessee,Lincoln County,33361,0
50,3,6,47,105,Tennessee,Loudon County,48556,0
50,3,6,47,107,Tennessee,McMinn County,52266,0
50,3,6,47,109,Tennessee,McNairy County,26075,0
50,3,6,47,111,Tennessee,Macon County,22248,0
50,3,6,47,113,Tennessee,Madison County,98294,0
50,3,6,47,115,Tennessee,Marion County,28237,0
50,3,6,47,117,Tennessee,Marshall County,30617,0
50,3,6,47,119,Tennessee,Maury County,80956,0
50,3,6,47,121,Tennessee,Meigs County,11753,0
50,3,6,47,123,Tennessee,Monroe County,44519,0
50,3,6,47,125,Tennessee,Montgomery County,172331,0
50,3,6,47,127,Tennessee,Moore County,6362,0
50,3,6,47,129,Tennessee,Morgan County,21987,0
50,3,6,47,131,Tennessee,Obion County,31807,0
50,3,6,47,133,Tennessee,Overton County,22083,0
50,3,6,47,135,Tennessee,Perry County,7915,0
50,3,6,47,137,Tennessee,Pickett County,5077,0
50,3,6,47,139,Tennessee,Polk County,16825,0
50,3,6,47,141,Tennessee,Putnam County,72321,0
50,3,6,47,143,Tennessee,Rhea County,31809,0
50,3,6,47,145,Tennessee,Roane County,54181,0
50,3,6,47,147,Tennessee,Robertson County,66283,0
50,3,6,47,149,Tennessee,Rutherford County,262604,0
50,3,6,47,151,Tennessee,Scott County,22228,0
50,3,6,47,153,Tennessee,Sequatchie County,14112,0
50,3,6,47,155,Tennessee,Sevier County,89889,0
50,3,6,47,157,Tennessee,Shelby County,927644,0
50,3,6,47,159,Tennessee,Smith County,19166,0
50,3,6,47,161,Tennessee,Stewart County,13324,0
50,3,6,47,163,Tennessee,Sullivan County,156823,0
50,3,6,47,165,Tennessee,Sumner County,160645,0
50,3,6,47,167,Tennessee,Tipton County,61081,0
50,3,6,47,169,Tennessee,Trousdale County,7870,0
50,3,6,47,171,Tennessee,Unicoi County,18313,0
50,3,6,47,173,Tennessee,Union County,19109,0
50,3,6,47,175,Tennessee,Van Buren County,5548,0
50,3,6,47,177,Tennessee,Warren County,39839,0
50,3,6,47,179,Tennessee,Washington County,122979,0
50,3,6,47,181,Tennessee,Wayne County,17021,0
50,3,6,47,183,Tennessee,Weakley County,35021,0
50,3,6,47,185,Tennessee,White County,25841,0
50,3,6,47,187,Tennessee,Williamson County,183182,0
50,3,6,47,189,Tennessee,Wilson County,113993,0
40,3,7,48,0,Texas,Texas,25145561,0
50,3,7,48,1,Texas,Anderson County,58458,0
50,3,7,48,3,Texas,Andrews County,14786,0
50,3,7,48,5,Texas,Angelina County,86771,0
50,3,7,48,7,Texas,Aransas County,23158,0
50,3,7,48,9,Texas,Archer County,9054,0
50,3,7,48,11,Texas,Armstrong County,1901,0
50,3,7,48,13,Texas,Atascosa County,44911,0
50,3,7,48,15,Texas,Austin County,28417,0
50,3,7,48,17,Texas,Bailey County,7165,0
50,3,7,48,19,Texas,Bandera County,20485,0
50,3,7,48,21,Texas,Bastrop County,74171,0
50,3,7,48,23,Texas,Baylor County,3726,0
50,3,7,48,25,Texas,Bee County,31861,0
50,3,7,48,27,Texas,Bell County,310235,0
50,3,7,48,29,Texas,Bexar County,1714773,0
50,3,7,48,31,Texas,Blanco County,10497,0
50,3,7,48,33,Texas,Borden County,641,0
50,3,7,48,35,Texas,Bosque County,18212,0
50,3,7,48,37,Texas,Bowie County,92565,0
50,3,7,48,39,Texas,Brazoria County,313166,0
50,3,7,48,41,Texas,Brazos County,194851,0
50,3,7,48,43,Texas,Brewster County,9232,0
50,3,7,48,45,Texas,Briscoe County,1637,0
50,3,7,48,47,Texas,Brooks County,7223,0
50,3,7,48,49,Texas,Brown County,38106,0
50,3,7,48,51,Texas,Burleson County,17187,0
50,3,7,48,53,Texas,Burnet County,42750,0
50,3,7,48,55,Texas,Caldwell County,38066,0
50,3,7,48,57,Texas,Calhoun County,21381,0
50,3,7,48,59,Texas,Callahan County,13544,0
50,3,7,48,61,Texas,Cameron County,406220,0
50,3,7,48,63,Texas,Camp County,12401,0
50,3,7,48,65,Texas,Carson County,6182,0
50,3,7,48,67,Texas,Cass County,30464,0
50,3,7,48,69,Texas,Castro County,8062,0
50,3,7,48,71,Texas,Chambers County,35096,0
50,3,7,48,73,Texas,Cherokee County,50845,0
50,3,7,48,75,Texas,Childress County,7041,0
50,3,7,48,77,Texas,Clay County,10752,0
50,3,7,48,79,Texas,Cochran County,3127,0
50,3,7,48,81,Texas,Coke County,3320,0
50,3,7,48,83,Texas,Coleman County,8895,0
50,3,7,48,85,Texas,Collin County,782341,0
50,3,7,48,87,Texas,Collingsworth County,3057,0
50,3,7,48,89,Texas,Colorado County,20874,0
50,3,7,48,91,Texas,Comal County,108472,0
50,3,7,48,93,Texas,Comanche County,13974,0
50,3,7,48,95,Texas,Concho County,4087,0
50,3,7,48,97,Texas,Cooke County,38437,0
50,3,7,48,99,Texas,Coryell County,75388,0
50,3,7,48,101,Texas,Cottle County,1505,0
50,3,7,48,103,Texas,Crane County,4375,0
50,3,7,48,105,Texas,Crockett County,3719,0
50,3,7,48,107,Texas,Crosby County,6059,0
50,3,7,48,109,Texas,Culberson County,2398,0
50,3,7,48,111,Texas,Dallam County,6703,0
50,3,7,48,113,Texas,Dallas County,2368139,0
50,3,7,48,115,Texas,Dawson County,13833,0
50,3,7,48,117,Texas,Deaf Smith County,19372,0
50,3,7,48,119,Texas,Delta County,5231,0
50,3,7,48,121,Texas,Denton County,662614,0
50,3,7,48,123,Texas,DeWitt County,20097,0
50,3,7,48,125,Texas,Dickens County,2444,0
50,3,7,48,127,Texas,Dimmit County,9996,0
50,3,7,48,129,Texas,Donley County,3677,0
50,3,7,48,131,Texas,Duval County,11782,0
50,3,7,48,133,Texas,Eastland County,18583,0
50,3,7,48,135,Texas,Ector County,137130,0
50,3,7,48,137,Texas,Edwards County,2002,0
50,3,7,48,139,Texas,Ellis County,149610,0
50,3,7,48,141,Texas,El Paso County,800647,0
50,3,7,48,143,Texas,Erath County,37890,0
50,3,7,48,145,Texas,Falls County,17866,0
50,3,7,48,147,Texas,Fannin County,33915,0
50,3,7,48,149,Texas,Fayette County,24554,0
50,3,7,48,151,Texas,Fisher County,3974,0
50,3,7,48,153,Texas,Floyd County,6446,0
50,3,7,48,155,Texas,Foard County,1336,0
50,3,7,48,157,Texas,Fort Bend County,585375,0
50,3,7,48,159,Texas,Franklin County,10605,0
50,3,7,48,161,Texas,Freestone County,19816,0
50,3,7,48,163,Texas,Frio County,17217,0
50,3,7,48,165,Texas,Gaines County,17526,0
50,3,7,48,167,Texas,Galveston County,291309,0
50,3,7,48,169,Texas,Garza County,6461,0
50,3,7,48,171,Texas,Gillespie County,24837,0
50,3,7,48,173,Texas,Glasscock County,1226,0
50,3,7,48,175,Texas,Goliad County,7210,0
50,3,7,48,177,Texas,Gonzales County,19807,0
50,3,7,48,179,Texas,Gray County,22535,0
50,3,7,48,181,Texas,Grayson County,120877,0
50,3,7,48,183,Texas,Gregg County,121730,0
50,3,7,48,185,Texas,Grimes County,26604,0
50,3,7,48,187,Texas,Guadalupe County,131533,0
50,3,7,48,189,Texas,Hale County,36273,0
50,3,7,48,191,Texas,Hall County,3353,0
50,3,7,48,193,Texas,Hamilton County,8517,0
50,3,7,48,195,Texas,Hansford County,5613,0
50,3,7,48,197,Texas,Hardeman County,4139,0
50,3,7,48,199,Texas,Hardin County,54635,0
50,3,7,48,201,Texas,Harris County,4092459,0
50,3,7,48,203,Texas,Harrison County,65631,0
50,3,7,48,205,Texas,Hartley County,6062,0
50,3,7,48,207,Texas,Haskell County,5899,0
50,3,7,48,209,Texas,Hays County,157107,0
50,3,7,48,211,Texas,Hemphill County,3807,0
50,3,7,48,213,Texas,Henderson County,78532,0
50,3,7,48,215,Texas,Hidalgo County,774769,0
50,3,7,48,217,Texas,Hill County,35089,0
50,3,7,48,219,Texas,Hockley County,22935,0
50,3,7,48,221,Texas,Hood County,51182,0
50,3,7,48,223,Texas,Hopkins County,35161,0
50,3,7,48,225,Texas,Houston County,23732,0
50,3,7,48,227,Texas,Howard County,35012,0
50,3,7,48,229,Texas,Hudspeth County,3476,0
50,3,7,48,231,Texas,Hunt County,86129,0
50,3,7,48,233,Texas,Hutchinson County,22150,0
50,3,7,48,235,Texas,Irion County,1599,0
50,3,7,48,237,Texas,Jack County,9044,0
50,3,7,48,239,Texas,Jackson County,14075,0
50,3,7,48,241,Texas,Jasper County,35710,0
50,3,7,48,243,Texas,Jeff Davis County,2342,0
50,3,7,48,245,Texas,Jefferson County,252273,0
50,3,7,48,247,Texas,Jim Hogg County,5300,0
50,3,7,48,249,Texas,Jim Wells County,40838,0
50,3,7,48,251,Texas,Johnson County,150934,0
50,3,7,48,253,Texas,Jones County,20202,0
50,3,7,48,255,Texas,Karnes County,14824,0
50,3,7,48,257,Texas,Kaufman County,103350,0
50,3,7,48,259,Texas,Kendall County,33410,0
50,3,7,48,261,Texas,Kenedy County,416,0
50,3,7,48,263,Texas,Kent County,808,0
50,3,7,48,265,Texas,Kerr County,49625,0
50,3,7,48,267,Texas,Kimble County,4607,0
50,3,7,48,269,Texas,King County,286,0
50,3,7,48,271,Texas,Kinney County,3598,0
50,3,7,48,273,Texas,Kleberg County,32061,0
50,3,7,48,275,Texas,Knox County,3719,0
50,3,7,48,277,Texas,Lamar County,49793,0
50,3,7,48,279,Texas,Lamb County,13977,0
50,3,7,48,281,Texas,Lampasas County,19677,0
50,3,7,48,283,Texas,La Salle County,6886,0
50,3,7,48,285,Texas,Lavaca County,19263,0
50,3,7,48,287,Texas,Lee County,16612,0
50,3,7,48,289,Texas,Leon County,16801,0
50,3,7,48,291,Texas,Liberty County,75643,0
50,3,7,48,293,Texas,Limestone County,23384,0
50,3,7,48,295,Texas,Lipscomb County,3302,0
50,3,7,48,297,Texas,Live Oak County,11531,0
50,3,7,48,299,Texas,Llano County,19301,0
50,3,7,48,301,Texas,Loving County,82,0
50,3,7,48,303,Texas,Lubbock County,278831,0
50,3,7,48,305,Texas,Lynn County,5915,0
50,3,7,48,307,Texas,McCulloch County,8283,0
50,3,7,48,309,Texas,McLennan County,234906,0
50,3,7,48,311,Texas,McMullen County,707,0
50,3,7,48,313,Texas,Madison County,13664,0
50,3,7,48,315,Texas,Marion County,10546,0
50,3,7,48,317,Texas,Martin County,4799,0
50,3,7,48,319,Texas,Mason County,4012,0
50,3,7,48,321,Texas,Matagorda County,36702,0
50,3,7,48,323,Texas,Maverick County,54258,0
50,3,7,48,325,Texas,Medina County,46006,0
50,3,7,48,327,Texas,Menard County,2242,0
50,3,7,48,329,Texas,Midland County,136872,0
50,3,7,48,331,Texas,Milam County,24757,0
50,3,7,48,333,Texas,Mills County,4936,0
50,3,7,48,335,Texas,Mitchell County,9403,0
50,3,7,48,337,Texas,Montague County,19719,0
50,3,7,48,339,Texas,Montgomery County,455746,0
50,3,7,48,341,Texas,Moore County,21904,0
50,3,7,48,343,Texas,Morris County,12934,0
50,3,7,48,345,Texas,Motley County,1210,0
50,3,7,48,347,Texas,Nacogdoches County,64524,0
50,3,7,48,349,Texas,Navarro County,47735,0
50,3,7,48,351,Texas,Newton County,14445,0
50,3,7,48,353,Texas,Nolan County,15216,0
50,3,7,48,355,Texas,Nueces County,340223,0
50,3,7,48,357,Texas,Ochiltree County,10223,0
50,3,7,48,359,Texas,Oldham County,2052,0
50,3,7,48,361,Texas,Orange County,81837,0
50,3,7,48,363,Texas,Palo Pinto County,28111,0
50,3,7,48,365,Texas,Panola County,23796,0
50,3,7,48,367,Texas,Parker County,116927,0
50,3,7,48,369,Texas,Parmer County,10269,0
50,3,7,48,371,Texas,Pecos County,15507,0
50,3,7,48,373,Texas,Polk County,45413,0
50,3,7,48,375,Texas,Potter County,121073,0
50,3,7,48,377,Texas,Presidio County,7818,0
50,3,7,48,379,Texas,Rains County,10914,0
50,3,7,48,381,Texas,Randall County,120725,0
50,3,7,48,383,Texas,Reagan County,3367,0
50,3,7,48,385,Texas,Real County,3309,0
50,3,7,48,387,Texas,Red River County,12860,0
50,3,7,48,389,Texas,Reeves County,13783,0
50,3,7,48,391,Texas,Refugio County,7383,0
50,3,7,48,393,Texas,Roberts County,929,0
50,3,7,48,395,Texas,Robertson County,16622,0
50,3,7,48,397,Texas,Rockwall County,78337,0
50,3,7,48,399,Texas,Runnels County,10501,0
50,3,7,48,401,Texas,Rusk County,53330,0
50,3,7,48,403,Texas,Sabine County,10834,0
50,3,7,48,405,Texas,San Augustine County,8865,0
50,3,7,48,407,Texas,San Jacinto County,26384,0
50,3,7,48,409,Texas,San Patricio County,64804,0
50,3,7,48,411,Texas,San Saba County,6131,0
50,3,7,48,413,Texas,Schleicher County,3461,0
50,3,7,48,415,Texas,Scurry County,16921,0
50,3,7,48,417,Texas,Shackelford County,3378,0
50,3,7,48,419,Texas,Shelby County,25448,0
50,3,7,48,421,Texas,Sherman County,3034,0
50,3,7,48,423,Texas,Smith County,209714,0
50,3,7,48,425,Texas,Somervell County,8490,0
50,3,7,48,427,Texas,Starr County,60968,0
50,3,7,48,429,Texas,Stephens County,9630,0
50,3,7,48,431,Texas,Sterling County,1143,0
50,3,7,48,433,Texas,Stonewall County,1490,0
50,3,7,48,435,Texas,Sutton County,4128,0
50,3,7,48,437,Texas,Swisher County,7854,0
50,3,7,48,439,Texas,Tarrant County,1809034,0
50,3,7,48,441,Texas,Taylor County,131506,0
50,3,7,48,443,Texas,Terrell County,984,0
50,3,7,48,445,Texas,Terry County,12651,0
50,3,7,48,447,Texas,Throckmorton County,1641,0
50,3,7,48,449,Texas,Titus County,32334,0
50,3,7,48,451,Texas,Tom Green County,110224,0
50,3,7,48,453,Texas,Travis County,1024266,0
50,3,7,48,455,Texas,Trinity County,14585,0
50,3,7,48,457,Texas,Tyler County,21766,0
50,3,7,48,459,Texas,Upshur County,39309,0
50,3,7,48,461,Texas,Upton County,3355,0
50,3,7,48,463,Texas,Uvalde County,26405,0
50,3,7,48,465,Texas,Val Verde County,48879,0
50,3,7,48,467,Texas,Van Zandt County,52579,0
50,3,7,48,469,Texas,Victoria County,86793,0
50,3,7,48,471,Texas,Walker County,67861,0
50,3,7,48,473,Texas,Waller County,43205,0
50,3,7,48,475,Texas,Ward County,10658,0
50,3,7,48,477,Texas,Washington County,33718,0
50,3,7,48,479,Texas,Webb County,250304,0
50,3,7,48,481,Texas,Wharton County,41280,0
50,3,7,48,483,Texas,Wheeler County,5410,0
50,3,7,48,485,Texas,Wichita County,131500,0
50,3,7,48,487,Texas,Wilbarger County,13535,0
50,3,7,48,489,Texas,Willacy County,22134,0
50,3,7,48,491,Texas,Williamson County,422679,0
50,3,7,48,493,Texas,Wilson County,42918,0
50,3,7,48,495,Texas,Winkler County,7110,0
50,3,7,48,497,Texas,Wise County,59127,0
50,3,7,48,499,Texas,Wood County,41964,0
50,3,7,48,501,Texas,Yoakum County,7879,0
50,3,7,48,503,Texas,Young County,18550,0
50,3,7,48,505,Texas,Zapata County,14018,0
50,3,7,48,507,Texas,Zavala County,11677,0
40,4,8,49,0,Utah,Utah,2763885,0
50,4,8,49,1,Utah,Beaver County,6629,0
50,4,8,49,3,Utah,Box Elder County,49975,0
50,4,8,49,5,Utah,Cache County,112656,0
50,4,8,49,7,Utah,Carbon County,21403,0
50,4,8,49,9,Utah,Daggett County,1059,0
50,4,8,49,11,Utah,Davis County,306479,0
50,4,8,49,13,Utah,Duchesne County,18607,0
50,4,8,49,15,Utah,Emery County,10976,0
50,4,8,49,17,Utah,Garfield County,5172,0
50,4,8,49,19,Utah,Grand County,9225,0
50,4,8,49,21,Utah,Iron County,46163,0
50,4,8,49,23,Utah,Juab County,10246,0
50,4,8,49,25,Utah,Kane County,7125,0
50,4,8,49,27,Utah,Millard County,12503,0
50,4,8,49,29,Utah,Morgan County,9469,0
50,4,8,49,31,Utah,Piute County,1556,0
50,4,8,49,33,Utah,Rich County,2264,0
50,4,8,49,35,Utah,Salt Lake County,1029655,0
50,4,8,49,37,Utah,San Juan County,14746,0
50,4,8,49,39,Utah,Sanpete County,27822,0
50,4,8,49,41,Utah,Sevier County,20802,0
50,4,8,49,43,Utah,Summit County,36324,0
50,4,8,49,45,Utah,Tooele County,58218,0
50,4,8,49,47,Utah,Uintah County,32588,0
50,4,8,49,49,Utah,Utah County,516564,0
50,4,8,49,51,Utah,Wasatch County,23530,0
50,4,8,49,53,Utah,Washington County,138115,0
50,4,8,49,55,Utah,Wayne County,2778,0
50,4,8,49,57,Utah,Weber County,231236,0
40,1,1,50,0,Vermont,Vermont,625741,0
50,1,1,50,1,Vermont,Addison County,36821,0
50,1,1,50,3,Vermont,Bennington County,37125,0
50,1,1,50,5,Vermont,Caledonia County,31227,0
50,1,1,50,7,Vermont,Chittenden County,156545,0
50,1,1,50,9,Vermont,Essex County,6306,0
50,1,1,50,11,Vermont,Franklin County,47746,0
50,1,1,50,13,Vermont,Grand Isle County,6970,0
50,1,1,50,15,Vermont,Lamoille County,24475,0
50,1,1,50,17,Vermont,Orange County,28936,0
50,1,1,50,19,Vermont,Orleans County,27231,0
50,1,1,50,21,Vermont,Rutland County,61642,0
50,1,1,50,23,Vermont,Washington County,59534,0
50,1,1,50,25,Vermont,Windham County,44513,0
50,1,1,50,27,Vermont,Windsor County,56670,0
40,3,5,51,0,Virginia,Virginia,8001024,1
50,3,5,51,1,Virginia,Accomack County,33164,1
50,3,5,51,3,Virginia,Albemarle County,98970,1
50,3,5,51,5,Virginia,Alleghany County,16250,1
50,3,5,51,7,Virginia,Amelia County,12690,1
50,3,5,51,9,Virginia,Amherst County,32353,1
50,3,5,51,11,Virginia,Appomattox County,14973,1
50,3,5,51,13,Virginia,Arlington County,207627,1
50,3,5,51,15,Virginia,Augusta County,73750,1
50,3,5,51,17,Virginia,Bath County,4731,1
50,3,5,51,19,Virginia,Bedford County,68676,1
50,3,5,51,21,Virginia,Bland County,6824,1
50,3,5,51,23,Virginia,Botetourt County,33148,1
50,3,5,51,25,Virginia,Brunswick County,17434,1
50,3,5,51,27,Virginia,Buchanan County,24098,1
50,3,5,51,29,Virginia,Buckingham County,17146,1
50,3,5,51,31,Virginia,Campbell County,54842,1
50,3,5,51,33,Virginia,Caroline County,28545,1
50,3,5,51,35,Virginia,Carroll County,30042,1
50,3,5,51,36,Virginia,Charles City County,7256,1
50,3,5,51,37,Virginia,Charlotte County,12586,1
50,3,5,51,41,Virginia,Chesterfield County,316236,1
50,3,5,51,43,Virginia,Clarke County,14034,1
50,3,5,51,45,Virginia,Craig County,5190,1
50,3,5,51,47,Virginia,Culpeper County,46689,1
50,3,5,51,49,Virginia,Cumberland County,10052,1
50,3,5,51,51,Virginia,Dickenson County,15903,1
50,3,5,51,53,Virginia,Dinwiddie County,28001,1
50,3,5,51,57,Virginia,Essex County,11151,1
50,3,5,51,59,Virginia,Fairfax County,1081726,1
50,3,5,51,61,Virginia,Fauquier County,65203,1
50,3,5,51,63,Virginia,Floyd County,15279,1
50,3,5,51,65,Virginia,Fluvanna County,25691,1
50,3,5,51,67,Virginia,Franklin County,56159,1
50,3,5,51,69,Virginia,Frederick County,78305,1
50,3,5,51,71,Virginia,Giles County,17286,1
50,3,5,51,73,Virginia,Gloucester County,36858,1
50,3,5,51,75,Virginia,Goochland County,21717,1
50,3,5,51,77,Virginia,Grayson County,15533,1
50,3,5,51,79,Virginia,Greene County,18403,1
50,3,5,51,81,Virginia,Greensville County,12243,1
50,3,5,51,83,Virginia,Halifax County,36241,1
50,3,5,51,85,Virginia,Hanover County,99863,1
50,3,5,51,87,Virginia,Henrico County,306935,1
50,3,5,51,89,Virginia,Henry County,54151,1
50,3,5,51,91,Virginia,Highland County,2321,1
50,3,5,51,93,Virginia,Isle of Wight County,35270,1
50,3,5,51,95,Virginia,James City County,67009,1
50,3,5,51,97,Virginia,King and Queen County,6945,1
50,3,5,51,99,Virginia,King George County,23584,1
50,3,5,51,101,Virginia,King William County,15935,1
50,3,5,51,103,Virginia,Lancaster County,11391,1
50,3,5,51,105,Virginia,Lee County,25587,1
50,3,5,51,107,Virginia,Loudoun County,312311,1
50,3,5,51,109,Virginia,Louisa County,33153,1
50,3,5,51,111,Virginia,Lunenburg County,12914,1
50,3,5,51,113,Virginia,Madison County,13308,1
50,3,5,51,115,Virginia,Mathews County,8978,1
50,3,5,51,117,Virginia,Mecklenburg County,32727,1
50,3,5,51,119,Virginia,Middlesex County,10959,1
50,3,5,51,121,Virginia,Montgomery County,94392,1
50,3,5,51,125,Virginia,Nelson County,15020,1
50,3,5,51,127,Virginia,New Kent County,18429,1
50,3,5,51,131,Virginia,Northampton County,12389,1
50,3,5,51,133,Virginia,Northumberland County,12330,1
50,3,5,51,135,Virginia,Nottoway County,15853,1
